customer_id,loan_amount,loan_type,loan_term,interest_rate,monthly_payment_amount,loan_status,outstanding_balance
8581,1092970,Auto,12,0.13,30623,Active,42675
6873,430970,Auto,24,0.12,46943,Paid Off,50112
2559,1083344,Education,48,0.09,13252,Active,205225
6953,1875369,Auto,12,0.15,3657,Defaulted,181847
989,829636,Education,24,0.08,33215,Paid Off,308230
2631,770506,Home,12,0.08,31720,Active,205750
5344,367787,Auto,48,0.1,39241,Paid Off,302584
2697,361782,Auto,48,0.14,48947,Defaulted,398508
3183,1297420,Auto,60,0.08,27309,Paid Off,107785
739,718062,Auto,48,0.1,47017,Paid Off,335765
7912,129263,Education,60,0.13,12939,Defaulted,68145
502,1042174,Education,12,0.12,25362,Paid Off,148390
5681,1205257,Home,12,0.08,17208,Active,397771
3819,1601300,Education,48,0.11,5615,Defaulted,379233
5831,260762,Education,60,0.12,10978,Active,385150
6852,1529350,Home,48,0.14,30509,Paid Off,169209
7680,87807,Home,48,0.11,41622,Paid Off,75672
6594,1471369,Auto,36,0.12,19772,Paid Off,302855
8474,57449,Personal,12,0.14,23136,Active,372639
8380,1905162,Education,12,0.09,6925,Defaulted,7855
4220,1971506,Auto,12,0.09,28431,Paid Off,321121
3759,795107,Education,36,0.14,46059,Paid Off,403543
1814,1767151,Home,24,0.11,9890,Paid Off,369887
939,1107183,Education,60,0.14,17280,Active,218710
5031,1304444,Education,48,0.13,15352,Active,225387
7050,1281130,Auto,12,0.15,7394,Paid Off,387834
6794,790246,Auto,60,0.08,32026,Paid Off,316890
3939,1197925,Home,24,0.09,15972,Defaulted,476665
2661,1850003,Personal,36,0.13,47602,Defaulted,158409
1979,995421,Personal,12,0.09,15791,Paid Off,163150
3382,1115950,Education,36,0.11,3979,Active,301407
8599,819557,Home,12,0.13,9426,Defaulted,358695
9533,1076019,Education,12,0.09,3177,Paid Off,287181
8999,704100,Home,36,0.1,19040,Active,458909
8464,26155,Personal,12,0.1,28356,Paid Off,303447
2914,1064923,Home,24,0.13,12556,Paid Off,173721
1035,811077,Auto,24,0.08,13080,Paid Off,396188
5262,1035498,Home,12,0.11,24875,Paid Off,401752
1190,483830,Auto,60,0.07,25517,Paid Off,482489
268,195777,Auto,48,0.09,19961,Active,198165
2141,1123867,Personal,48,0.1,10569,Defaulted,413744
2153,1767237,Auto,12,0.11,25478,Defaulted,179624
5906,539484,Home,60,0.12,26145,Active,467215
1736,1771106,Education,36,0.08,30606,Defaulted,76878
1336,1960046,Education,60,0.12,47913,Paid Off,353800
4155,1993472,Education,60,0.07,25988,Paid Off,336298
695,1156857,Education,60,0.08,27431,Active,493741
1432,866851,Auto,12,0.12,36072,Active,62573
1383,330103,Auto,12,0.15,49118,Active,84158
3971,939280,Education,36,0.1,42837,Paid Off,229533
5043,1107888,Personal,60,0.08,48756,Paid Off,485998
3710,1607308,Education,60,0.1,12000,Active,77709
7268,1359774,Education,48,0.14,17433,Active,91665
3651,1943080,Education,48,0.1,43999,Paid Off,257352
8939,774152,Personal,12,0.14,44777,Paid Off,411103
3179,779207,Home,48,0.14,46913,Defaulted,219147
8108,955311,Education,60,0.12,40164,Defaulted,147811
2696,1347315,Auto,24,0.09,9629,Paid Off,344341
376,362122,Home,36,0.15,19263,Defaulted,35005
8578,1649546,Personal,48,0.1,49364,Paid Off,98835
4325,1021055,Home,60,0.1,48873,Paid Off,59889
4049,1602546,Personal,48,0.08,17841,Defaulted,158676
2422,1111181,Home,12,0.13,7255,Defaulted,381492
2285,1080165,Home,12,0.14,4498,Paid Off,401118
4062,835710,Auto,60,0.13,35387,Active,265045
6390,1859455,Personal,48,0.08,31885,Defaulted,126003
8577,256267,Auto,36,0.13,47142,Defaulted,403617
1061,1919470,Home,48,0.15,10365,Defaulted,403168
7411,1311432,Personal,24,0.11,37617,Active,314199
8710,548521,Personal,60,0.14,26827,Defaulted,168412
7561,1825630,Personal,60,0.13,11994,Active,296868
1100,1705620,Personal,60,0.11,12472,Paid Off,12673
9658,1068020,Education,24,0.1,49738,Active,94832
9984,1810648,Auto,60,0.13,37601,Defaulted,8644
4132,734972,Home,12,0.14,34848,Paid Off,66086
4504,1599753,Education,60,0.08,33440,Paid Off,223609
3649,1242937,Auto,60,0.11,7383,Paid Off,445997
843,358032,Education,12,0.11,12822,Paid Off,248386
6967,846316,Education,60,0.1,37201,Paid Off,232189
5582,1019449,Education,36,0.14,13964,Active,270662
4649,1995408,Auto,60,0.11,39962,Active,146457
6192,579650,Auto,36,0.11,29896,Defaulted,399383
3142,396746,Education,12,0.1,41231,Active,191764
245,147319,Personal,48,0.15,30868,Paid Off,31220
5110,713352,Auto,60,0.09,42450,Active,496961
6019,1658528,Personal,48,0.11,14383,Paid Off,485888
5967,1767447,Education,48,0.12,28597,Defaulted,78222
8533,882453,Education,60,0.15,34179,Active,224841
6210,1741435,Auto,24,0.08,1111,Paid Off,210566
8917,1799363,Education,60,0.08,36551,Defaulted,84804
6067,445483,Home,48,0.11,41786,Active,77171
2886,194418,Home,48,0.14,33929,Paid Off,214508
4152,1894471,Personal,24,0.11,39589,Paid Off,179499
1309,383924,Home,24,0.13,13569,Active,156366
9671,273374,Education,48,0.15,9102,Active,21524
9938,614705,Auto,24,0.12,13944,Defaulted,20775
7622,236715,Education,60,0.1,27589,Paid Off,216920
4288,378061,Home,24,0.15,40837,Defaulted,253105
6769,681816,Home,12,0.08,28123,Active,64495
9337,531523,Home,12,0.07,40945,Defaulted,65141
666,1951607,Education,36,0.14,44547,Paid Off,92864
585,1099923,Home,12,0.12,36204,Active,460670
353,191476,Education,60,0.1,19830,Defaulted,385880
2614,1709760,Personal,12,0.14,12753,Defaulted,357312
7637,757685,Home,12,0.1,26104,Active,459659
3097,1473880,Personal,12,0.14,28455,Active,128749
8235,547989,Education,24,0.08,5701,Defaulted,281678
9796,129943,Home,48,0.1,6070,Paid Off,187836
2895,145048,Personal,36,0.1,9799,Paid Off,172395
8715,1208776,Home,12,0.12,24317,Paid Off,287260
9320,1145782,Auto,24,0.1,8223,Active,116871
7255,977168,Education,60,0.13,41606,Defaulted,352412
6794,1216296,Education,12,0.14,41748,Paid Off,163465
8849,1921109,Personal,36,0.11,3949,Defaulted,340875
7843,974501,Home,60,0.08,46946,Defaulted,172827
2386,1733667,Home,48,0.13,27309,Defaulted,78769
5445,1961932,Home,60,0.1,31532,Defaulted,432749
6742,1715639,Auto,24,0.14,48589,Paid Off,198670
1862,300617,Home,36,0.13,42312,Active,436813
7019,223867,Home,24,0.07,18295,Active,475592
776,1249865,Auto,12,0.1,23575,Paid Off,258653
5825,1993879,Home,60,0.1,16943,Active,233226
1663,1376724,Education,60,0.11,41001,Defaulted,267080
755,126968,Auto,24,0.11,23930,Paid Off,233698
4654,839025,Home,24,0.13,34025,Paid Off,474543
7532,1118267,Auto,60,0.14,27160,Active,400740
3695,680504,Personal,60,0.09,44588,Defaulted,44178
302,1620119,Home,48,0.1,38307,Active,57284
1098,1335689,Auto,24,0.09,24713,Paid Off,498920
7618,275122,Auto,60,0.09,30155,Paid Off,431954
1404,205699,Education,60,0.07,43093,Paid Off,263007
1321,1674454,Education,48,0.11,39194,Defaulted,182224
304,368222,Home,36,0.08,45714,Paid Off,223179
6173,1015039,Personal,48,0.1,30387,Paid Off,201563
4103,1098761,Education,60,0.14,35136,Paid Off,167872
5540,1250852,Home,48,0.13,9908,Paid Off,249454
7,61300,Home,48,0.1,33452,Defaulted,444448
9966,169993,Education,12,0.11,46042,Defaulted,473436
1214,1956030,Home,36,0.14,3380,Active,413907
6520,1820131,Auto,60,0.09,31999,Defaulted,274920
697,1906152,Auto,12,0.11,12379,Paid Off,432962
4001,286468,Auto,48,0.11,13144,Defaulted,497504
2726,552292,Auto,36,0.09,25655,Paid Off,265863
6799,799721,Personal,60,0.09,24485,Active,24899
1923,77082,Auto,24,0.12,44670,Paid Off,230862
3423,962870,Home,36,0.1,37458,Defaulted,311642
9828,1146801,Auto,36,0.13,4539,Active,98748
429,1180561,Auto,24,0.07,41718,Paid Off,340753
9926,826283,Home,48,0.13,44901,Paid Off,76347
5388,230149,Home,48,0.1,4955,Defaulted,31976
3153,309644,Education,36,0.08,35789,Defaulted,360697
9897,257169,Home,48,0.15,11585,Defaulted,104090
6156,1467705,Personal,36,0.11,49897,Paid Off,132144
7068,1131855,Auto,60,0.13,7154,Defaulted,128582
1220,718300,Personal,48,0.11,46470,Active,443579
3061,1068799,Auto,12,0.09,44548,Defaulted,90207
5726,1741570,Education,48,0.1,48925,Defaulted,222208
5950,1039152,Home,48,0.13,11066,Paid Off,63906
3941,1843768,Home,60,0.14,26389,Paid Off,50288
3122,516501,Home,36,0.14,28836,Paid Off,71889
302,1970450,Auto,36,0.15,32366,Paid Off,21551
7510,1237454,Education,36,0.09,31733,Paid Off,176697
2078,569130,Education,60,0.15,46118,Paid Off,499349
3669,249591,Personal,60,0.13,33249,Paid Off,173583
8733,665109,Auto,24,0.11,33343,Active,419753
6549,1364034,Education,24,0.08,18041,Paid Off,261787
4783,1787305,Auto,36,0.12,13882,Defaulted,323293
6886,899427,Education,60,0.07,3236,Paid Off,340861
5479,873858,Education,24,0.13,40854,Active,7315
2479,159498,Education,48,0.11,47864,Active,285790
3000,1120167,Auto,48,0.09,36031,Paid Off,462252
8510,1415985,Auto,36,0.14,9266,Defaulted,308645
7427,422817,Home,36,0.09,1860,Active,471423
4582,131406,Home,60,0.14,37842,Defaulted,236104
9168,1026208,Personal,24,0.09,34885,Paid Off,359923
1360,1691212,Education,36,0.1,13332,Defaulted,272027
3818,1810377,Education,12,0.12,12053,Active,23986
9127,284679,Personal,48,0.12,5051,Active,166813
2386,1974813,Education,36,0.11,16048,Paid Off,205265
8955,1912193,Personal,60,0.12,17796,Defaulted,375690
5006,316234,Personal,36,0.08,19362,Active,73812
4996,77408,Personal,48,0.1,35802,Paid Off,208509
5293,1430090,Home,12,0.12,46637,Active,265897
8215,1471621,Auto,48,0.11,8450,Defaulted,55579
1025,1180674,Home,48,0.11,24680,Defaulted,437115
7866,1701395,Education,36,0.08,15984,Defaulted,194960
1187,462090,Personal,48,0.09,49179,Active,45413
1007,1197074,Personal,12,0.11,10944,Defaulted,356280
5470,711862,Education,36,0.11,26681,Active,165857
1117,1572750,Home,60,0.13,12482,Paid Off,420166
8395,1627770,Home,48,0.15,44292,Paid Off,205729
7290,158132,Personal,36,0.1,37917,Active,115363
8228,1820468,Home,36,0.14,41395,Active,487106
6773,1196911,Personal,24,0.08,15969,Defaulted,43613
9044,40491,Personal,48,0.11,28780,Active,386809
7307,921278,Auto,12,0.08,39697,Paid Off,291204
633,1270725,Auto,48,0.13,1949,Active,103002
9444,1082703,Personal,60,0.15,8626,Defaulted,201204
4514,114547,Personal,36,0.1,3682,Defaulted,188758
9708,496900,Auto,24,0.1,20394,Paid Off,28693
5859,982411,Home,48,0.12,39135,Active,161540
4980,1672675,Auto,12,0.12,36683,Defaulted,63094
8519,161352,Education,48,0.11,22226,Paid Off,182653
7523,1922131,Auto,12,0.07,25961,Active,424558
1030,154826,Home,24,0.1,9327,Defaulted,5676
2562,860131,Home,24,0.13,41347,Paid Off,116877
8919,516807,Auto,36,0.1,16354,Active,182717
9416,841755,Auto,60,0.1,28388,Paid Off,148330
7059,1529756,Auto,12,0.11,35080,Active,245939
5331,1113791,Auto,24,0.09,17860,Defaulted,210039
685,972307,Personal,60,0.13,20877,Active,308906
3140,1847512,Personal,36,0.15,23668,Active,410708
6080,327932,Personal,36,0.13,43042,Paid Off,333103
2025,1436048,Home,48,0.08,49145,Active,156148
5648,544823,Education,12,0.08,5699,Active,398758
2379,1324576,Home,36,0.13,2138,Paid Off,53593
429,1023014,Auto,60,0.14,10796,Active,297708
2807,1619135,Home,24,0.11,8448,Active,277402
6883,1392655,Auto,36,0.13,31172,Active,291839
1194,1675780,Home,48,0.1,45835,Paid Off,348623
8397,1855668,Education,24,0.1,9675,Defaulted,251205
5722,1109458,Home,12,0.11,45970,Active,34236
1160,1422005,Education,12,0.1,27221,Active,414044
2846,492311,Home,60,0.12,16633,Defaulted,283655
3084,1837258,Home,12,0.11,32681,Defaulted,251118
9582,1982968,Personal,36,0.14,28185,Paid Off,307645
7117,801570,Auto,48,0.08,23399,Defaulted,112752
3817,461222,Personal,48,0.1,14813,Active,137870
7060,1844170,Personal,48,0.13,47699,Paid Off,303091
9970,1788834,Auto,12,0.15,29312,Defaulted,258875
6828,209807,Auto,12,0.14,42216,Active,317210
5502,443460,Education,60,0.13,28771,Active,62913
2021,1961151,Education,12,0.14,16131,Defaulted,445481
6407,323921,Auto,48,0.11,18216,Defaulted,143340
5512,1400299,Home,24,0.09,45492,Paid Off,108598
6588,1060882,Education,48,0.09,23197,Paid Off,38281
9043,1778287,Auto,12,0.13,47707,Active,417843
2914,1132224,Personal,24,0.15,25163,Active,398455
4904,1604646,Education,24,0.14,22088,Defaulted,487851
3996,358588,Personal,36,0.12,15999,Paid Off,364781
4555,1585506,Education,12,0.13,47811,Defaulted,371595
5685,893027,Personal,12,0.11,45050,Paid Off,414904
3294,657993,Personal,24,0.08,27496,Paid Off,84824
6878,409469,Personal,60,0.09,17473,Defaulted,470940
8056,574742,Personal,36,0.15,12361,Active,12968
1578,1421803,Home,60,0.11,19671,Defaulted,432445
4676,505431,Education,48,0.11,45487,Paid Off,494781
8399,1995131,Education,60,0.12,49531,Defaulted,70976
1295,1474161,Auto,24,0.12,47397,Active,222980
8857,109703,Auto,60,0.08,36392,Defaulted,341548
3862,526527,Personal,36,0.09,14646,Paid Off,229293
88,526683,Auto,36,0.1,20246,Paid Off,156502
5880,1051751,Personal,48,0.14,45909,Defaulted,359947
3824,1419342,Home,24,0.15,4693,Paid Off,253430
3189,1421163,Education,36,0.1,42817,Defaulted,173480
5795,1220278,Education,60,0.08,31760,Defaulted,143648
3874,1474005,Personal,36,0.13,25292,Active,476594
416,1647462,Education,24,0.1,13771,Defaulted,376411
6915,1135737,Education,60,0.13,10818,Paid Off,271567
2617,1762567,Education,24,0.11,26641,Active,436848
4531,1195651,Auto,60,0.14,7900,Defaulted,393975
2247,1996116,Personal,36,0.11,46675,Active,467861
1898,332027,Home,36,0.1,24822,Active,427778
7817,942093,Home,24,0.12,31453,Active,112784
9021,699802,Home,12,0.13,8037,Defaulted,467975
5919,716935,Personal,12,0.13,8507,Defaulted,485695
4911,553532,Personal,60,0.13,22410,Active,332623
1242,125697,Home,24,0.08,33389,Defaulted,107858
6320,1122846,Home,24,0.14,7299,Active,255612
5585,126160,Personal,24,0.14,20265,Paid Off,489896
889,1731211,Education,24,0.13,40980,Active,372687
7330,1444446,Personal,12,0.11,10172,Defaulted,385692
9499,235714,Personal,48,0.13,23241,Paid Off,48640
6841,944830,Personal,12,0.08,34405,Defaulted,481231
7217,638784,Education,36,0.07,17982,Paid Off,310460
2864,1513248,Home,12,0.14,31680,Paid Off,34168
6585,257110,Education,36,0.11,33329,Paid Off,199905
8408,1245355,Auto,12,0.13,46760,Paid Off,51267
9424,195991,Auto,48,0.08,17836,Defaulted,104084
8537,1020004,Home,60,0.12,2654,Paid Off,19289
1428,1854377,Home,12,0.08,12045,Paid Off,356552
2655,1571001,Home,48,0.1,49356,Paid Off,59834
8040,723884,Auto,36,0.08,26412,Defaulted,433687
5182,1137800,Education,24,0.11,17649,Active,145748
338,1324665,Education,24,0.11,44939,Active,465161
321,1059763,Home,36,0.11,25804,Active,434876
4258,459396,Home,60,0.12,11949,Defaulted,479643
335,1329417,Home,24,0.12,16155,Defaulted,35449
5362,544347,Auto,12,0.11,19777,Paid Off,426944
5271,44492,Education,48,0.07,47916,Active,250797
5214,529005,Home,36,0.1,46255,Defaulted,190137
2025,454394,Education,36,0.1,24501,Active,39252
8598,908446,Personal,36,0.12,30178,Active,188670
96,1772819,Personal,24,0.08,33410,Active,419657
2852,1207717,Auto,12,0.08,30796,Active,212936
2403,1727370,Personal,12,0.08,4961,Defaulted,156078
3134,1696730,Personal,24,0.08,14732,Defaulted,271135
3831,1668665,Education,36,0.07,6537,Paid Off,415247
6462,1244313,Home,48,0.08,34328,Defaulted,169393
6930,53763,Auto,12,0.11,17577,Defaulted,199909
916,401087,Personal,60,0.08,48532,Defaulted,293562
2130,1743053,Home,60,0.15,48277,Paid Off,466889
5529,1398713,Education,48,0.11,25242,Active,340452
8370,1057570,Education,24,0.1,17922,Defaulted,152611
5691,79522,Personal,48,0.1,4700,Defaulted,310269
4301,484997,Personal,12,0.15,9147,Paid Off,234844
6353,43291,Education,12,0.15,1934,Defaulted,185524
633,1005833,Education,36,0.1,47710,Defaulted,48788
4448,25366,Auto,48,0.07,16842,Active,355582
5509,436908,Auto,12,0.14,33306,Active,106189
1723,962098,Auto,48,0.14,29812,Defaulted,122751
5564,1362751,Home,12,0.1,22337,Paid Off,102902
9860,245698,Home,36,0.07,48343,Active,76074
1125,1238377,Home,12,0.09,45537,Paid Off,270141
142,47955,Personal,36,0.09,27671,Paid Off,433129
7716,1156181,Education,36,0.11,25587,Paid Off,465744
3049,1065317,Personal,24,0.08,9320,Active,99231
9628,463438,Personal,24,0.09,2242,Paid Off,238716
9474,1961268,Auto,24,0.12,12168,Defaulted,357192
2713,1314081,Personal,36,0.12,12805,Active,320243
1639,14192,Education,60,0.14,28605,Defaulted,375874
4908,643653,Personal,36,0.09,7067,Paid Off,129546
2693,1245759,Auto,12,0.1,25732,Active,304402
98,276793,Education,12,0.11,13105,Defaulted,71044
215,866847,Home,48,0.08,20563,Paid Off,289546
1778,100074,Auto,36,0.13,42901,Active,235319
6581,647717,Education,36,0.14,42668,Paid Off,190394
6456,430795,Education,36,0.12,36879,Paid Off,398377
4330,1974385,Education,48,0.12,16099,Defaulted,292463
5960,95668,Home,24,0.09,39532,Defaulted,121928
7250,471718,Home,24,0.13,2851,Defaulted,382820
4338,151891,Auto,12,0.12,36560,Defaulted,393496
1759,1460080,Education,60,0.13,20773,Active,272202
1247,1225685,Home,36,0.08,39030,Defaulted,138774
1120,1710173,Education,60,0.07,41251,Paid Off,78358
320,214951,Education,60,0.08,35421,Active,458718
1840,1256507,Home,36,0.13,28357,Paid Off,25662
4995,1378892,Personal,24,0.13,37764,Paid Off,306983
2587,1040292,Education,24,0.12,33161,Active,67671
3562,1312084,Personal,48,0.14,12813,Paid Off,176569
1073,210476,Personal,36,0.14,10412,Active,31868
6411,883248,Education,12,0.14,35105,Defaulted,323218
4178,131051,Personal,24,0.13,21640,Paid Off,166555
6387,1006153,Personal,48,0.1,41390,Active,213682
8416,943780,Education,36,0.08,44522,Active,194879
7905,1371630,Personal,60,0.07,36173,Active,422414
3037,615811,Home,12,0.12,4013,Paid Off,123096
4485,1835712,Auto,24,0.09,42968,Defaulted,207537
2635,1542876,Home,36,0.11,5371,Paid Off,76876
155,1116586,Home,48,0.12,29188,Defaulted,106191
3274,51527,Personal,36,0.12,42856,Defaulted,327402
97,1184037,Education,24,0.1,45167,Paid Off,186169
4399,1084614,Personal,12,0.07,37667,Defaulted,149617
6305,1262061,Education,48,0.1,20961,Paid Off,169901
7869,1266933,Auto,24,0.13,42782,Defaulted,489054
9657,1586714,Auto,12,0.15,9292,Defaulted,499012
2792,1778393,Auto,48,0.13,45381,Defaulted,50383
4636,542879,Auto,24,0.09,4115,Paid Off,432639
6579,1277652,Education,48,0.08,40545,Active,323782
6497,956333,Auto,24,0.12,48258,Defaulted,49735
5586,1897367,Auto,36,0.13,39629,Paid Off,150649
9735,1346420,Personal,48,0.14,33599,Defaulted,493973
7004,14227,Personal,60,0.12,22715,Paid Off,293528
3983,141083,Home,24,0.09,49381,Defaulted,104095
8861,733537,Auto,36,0.09,29716,Active,352151
8534,781068,Personal,36,0.11,21038,Defaulted,314306
8275,1648376,Personal,60,0.09,14288,Paid Off,207890
4944,286712,Personal,48,0.14,34526,Defaulted,75342
2457,1854898,Home,36,0.11,14022,Defaulted,401282
6072,1750738,Home,12,0.08,40971,Paid Off,76192
4078,1339724,Auto,12,0.1,28302,Paid Off,214194
7206,848036,Education,60,0.12,47220,Paid Off,374978
4092,909559,Auto,12,0.08,32935,Paid Off,463554
2080,1063501,Personal,60,0.09,7400,Paid Off,138527
1743,233225,Auto,24,0.08,6794,Defaulted,40512
4884,37636,Auto,48,0.15,45970,Paid Off,396810
3249,1348339,Home,12,0.09,25243,Paid Off,134011
4479,962386,Education,60,0.07,14894,Paid Off,447642
8146,497786,Auto,36,0.09,33517,Defaulted,219165
7867,948953,Auto,36,0.08,29256,Paid Off,245634
8406,54462,Personal,36,0.13,3157,Defaulted,70825
4953,1171985,Personal,12,0.12,39598,Paid Off,64580
8875,1721649,Education,60,0.13,26978,Paid Off,58715
6350,654575,Education,12,0.14,39671,Active,180334
9503,70717,Personal,36,0.08,41735,Paid Off,197193
570,1101965,Auto,12,0.11,33352,Active,362057
